member_id,time_retrieved,honorific,first_name,last_name,constituency,province_territory,party,email,website,gov_level,image_url,source_url
7564,1709323701115,,Stephen,Blais,Orléans,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Stephen_Blais.jpg,https://www.ola.org/en/members/all/stephen-blais
7457,1709323701115,,Will,Bouma,Brantford—Brant,Ontario,Conservative,will.bouma@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/will_bouma.jpg,https://www.ola.org/en/members/all/will-bouma
7495,1709323701115,,Guy,Bourgouin,Mushkegowuk—James Bay,Ontario,NDP,GBourgouin-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/guy_bourgouin.jpg,https://www.ola.org/en/members/all/guy-bourgouin
7594,1709323701115,,Stephanie,Bowman,Don Valley West,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Stephanie_Bowman_0.jpg,https://www.ola.org/en/members/all/stephanie-bowman
7599,1709323701115,,Bobbi Ann,Brady,Haldimand—Norfolk,Ontario,Independent,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Bobbi_Ann_Brady.jpg,https://www.ola.org/en/members/all/bobbi-ann-brady
7601,1709323701115,,Ric,Bresee,Hastings—Lennox and Addington,Ontario,Conservative,Ric.Bresee@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Ric_Bresee.png,https://www.ola.org/en/members/all/ric-bresee
7496,1709323701115,,Jeff,Burch,Niagara Centre,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/jeff_burch.jpg,https://www.ola.org/en/members/all/jeff-burch
7589,1709323701115,,Rick,Byers,Bruce—Grey—Owen Sound,Ontario,Conservative,Rick.Byers@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Rick_Byers.png,https://www.ola.org/en/members/all/rick-byers
7484,1709323701115,Hon.,Paul,Calandra,Markham—Stouffville,Ontario,Conservative,Paul.Calandra@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/paul_calandra_v2.jpg,https://www.ola.org/en/members/all/paul-calandra
7364,1709323701115,Hon.,Raymond Sung Joon,Cho,Scarborough North,Ontario,Conservative,Raymond.Cho@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/raymond_cho_0.jpg,https://www.ola.org/en/members/all/raymond-sung-joon-cho
7520,1709323701115,Hon.,Stan,Cho,Willowdale,Ontario,Conservative,Stan.Cho@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/stan_cho.jpg,https://www.ola.org/en/members/all/stan-cho
104,1709323701115,,Aislinn,Clancy,Kitchener Centre,Ontario,Green Party,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Aislinn_Clancy.jpg,https://www.ola.org/en/members/all/aislinn-clancy
7146,1709323701115,,Steve,Clark,Leeds—Grenville—Thousand Islands and Rideau Lakes,Ontario,Conservative,Steve.Clark@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/steve_clark_0.jpg,https://www.ola.org/en/members/all/steve-clark
7344,1709323701115,,Lorne,Coe,Whitby,Ontario,Conservative,Lorne.Coe@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/lorne_coe_0.jpg,https://www.ola.org/en/members/all/lorne-coe
7565,1709323701115,,Lucille,Collard,Ottawa—Vanier,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Collard-edited.jpg,https://www.ola.org/en/members/all/lucille-collard
7498,1709323701115,,Stephen,Crawford,Oakville,Ontario,Conservative,Stephen.Crawford@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/stephen_crawford.jpg,https://www.ola.org/en/members/all/stephen-crawford
7492,1709323701115,,Rudy,Cuzzetto,Mississauga—Lakeshore,Ontario,Conservative,Rudy.Cuzzetto@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/rudy_cuzzetto.jpg,https://www.ola.org/en/members/all/rudy-cuzzetto
7603,1709323701115,,Jess,Dixon,Kitchener South—Hespeler,Ontario,Conservative,Jess.Dixon@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Jess_Dixon.png,https://www.ola.org/en/members/all/jess-dixon
7617,1709323701115,,Andrew,Dowie,Windsor—Tecumseh,Ontario,Conservative,Andrew.Dowie@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Andrew_Dowie.png,https://www.ola.org/en/members/all/andrew-dowie
7450,1709323701115,Hon.,Doug,Downey,Barrie—Springwater—Oro-Medonte,Ontario,Conservative,Doug.Downey@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/doug_downey.jpg,https://www.ola.org/en/members/all/doug-downey
7512,1709323701115,Hon.,Jill,Dunlop,Simcoe North,Ontario,Conservative,Jill.Dunlop@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Jill%20Dunlop.jpeg,https://www.ola.org/en/members/all/jill-dunlop
7185,1709323701115,Hon.,Victor,Fedeli,Nipissing,Ontario,Conservative,Vic.Fedeli@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/victor_fedeli_0.jpg,https://www.ola.org/en/members/all/victor-fedeli
7204,1709323701115,,Catherine,Fife,Waterloo,Ontario,NDP,CFife-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/catherine_fife_0.jpg,https://www.ola.org/en/members/all/catherine-fife
7596,1709323701115,Hon.,Rob,Flack,Elgin—Middlesex—London,Ontario,Conservative,Rob.Flack@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Rob_Flack.png,https://www.ola.org/en/members/all/rob-flack
7468,1709323701115,Hon.,Doug,Ford,Etobicoke North,Ontario,Conservative,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/doug_ford.jpg,https://www.ola.org/en/members/all/doug-ford
7619,1709323701115,Hon.,Michael,Ford,York South—Weston,Ontario,Conservative,Michael.Ford@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Michael_Ford.jpg,https://www.ola.org/en/members/all/michael-d-ford
7226,1709323701115,,John,Fraser,Ottawa South,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/john_fraser.jpg,https://www.ola.org/en/members/all/john-fraser
7283,1709323701115,,Jennifer,French,Oshawa,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Jennifer_French.jpg,https://www.ola.org/en/members/all/jennifer-k-french
7605,1709323701115,,Dawn,Gallagher Murphy,Newmarket—Aurora,Ontario,Conservative,Dawn.GallagherMurphy@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Dawn_Gallagher_Murphy.png,https://www.ola.org/en/members/all/dawn-gallagher-murphy
7244,1709323701115,,Wayne,Gates,Niagara Falls,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/wayne_gates_0.jpg,https://www.ola.org/en/members/all/wayne-gates
7090,1709323701115,,France,Gélinas,Nickel Belt,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/France_G%C3%A9linas.jpeg,https://www.ola.org/en/members/all/france-gelinas
7459,1709323701115,,Goldie,Ghamari,Carleton,Ontario,Conservative,Goldie.Ghamari@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/ghamari_goldie.jpg,https://www.ola.org/en/members/all/goldie-ghamari
7513,1709323701115,,Chris,Glover,Spadina—Fort York,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/chris_glover.jpg,https://www.ola.org/en/members/all/chris-glover
7288,1709323701115,,Lisa,Gretzky,Windsor West,Ontario,NDP,LGretzky-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/lisa_gretzky_0.jpg,https://www.ola.org/en/members/all/lisa-gretzky
7587,1709323701115,,Hardeep,Grewal,Brampton East,Ontario,Conservative,Hardeep.Grewal@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Hardeep_Grewal.png,https://www.ola.org/en/members/all/hardeep-singh-grewal
43,1709323701115,,Ernie,Hardeman,Oxford,Ontario,Conservative,Ernie.Hardeman@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/ernie_hardeman_1.jpg,https://www.ola.org/en/members/all/ernie-hardeman
7500,1709323701115,,Joel,Harden,Ottawa Centre,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/joel_harden.jpg,https://www.ola.org/en/members/all/joel-harden
7482,1709323701115,,Mike,Harris,Kitchener—Conestoga,Ontario,Conservative,Mike.Harris@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/mike-harris.jpg,https://www.ola.org/en/members/all/mike-harris
7644,1709323701115,,Andrea,Hazell,Scarborough—Guildwood,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Andrea_Hazell_2.jpg,https://www.ola.org/en/members/all/andrea-hazell
7469,1709323701115,,Christine,Hogarth,Etobicoke—Lakeshore,Ontario,Conservative,Christine.Hogarth@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/christine_hogarth.jpg,https://www.ola.org/en/members/all/christine-hogarth
7613,1709323701115,,Kevin,Holland,Thunder Bay—Atikokan,Ontario,Conservative,Kevin.Holland@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Kevin_Holland_1.png,https://www.ola.org/en/members/all/kevin-holland
7602,1709323701115,,Ted,Hsu,Kingston and the Islands,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Ted_Hsu.jpg,https://www.ola.org/en/members/all/ted-hsu
7624,1709323701115,,Sarah,Jama,Hamilton Centre,Ontario,Independent,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Sarah_Jama_1.jpeg,https://www.ola.org/en/members/all/sarah-jama
7093,1709323701115,Hon.,Sylvia,Jones,Dufferin—Caledon,Ontario,Conservative,Sylvia.Jones@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Sylvia_Jones.jpeg,https://www.ola.org/en/members/all/sylvia-jones
7592,1709323701115,,Trevor,Jones,Chatham-Kent—Leamington,Ontario,Conservative,Trevor.Jones@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Trevor_Jones.png,https://www.ola.org/en/members/all/trevor-jones
7604,1709323701115,,John,Jordan,Lanark—Frontenac—Kingston,Ontario,Conservative,John.Jordan@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/John_Jordan.png,https://www.ola.org/en/members/all/john-jordan
7485,1709323701115,,Logan,Kanapathi,Markham—Thornhill,Ontario,Conservative,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Logan_Kanapathi.jpg,https://www.ola.org/en/members/all/logan-kanapathi
7502,1709323701115,,Bhutila,Karpoche,Parkdale—High Park,Ontario,NDP,BKarpoche-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/bhutila_karpoche.jpg,https://www.ola.org/en/members/all/bhutila-karpoche
7461,1709323701115,,Vincent,Ke,Don Valley North,Ontario,Independent,Vke-QP@ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/vincent_ke.jpg,https://www.ola.org/en/members/all/vincent-ke
7483,1709323701115,,Terence,Kernaghan,London North Centre,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/terence_kernaghan_0.jpg,https://www.ola.org/en/members/all/terence-kernaghan
7618,1709323701115,Hon.,Michael,Kerzner,York Centre,Ontario,Conservative,Michael.Kerzner@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Michael_Kerzner.png,https://www.ola.org/en/members/all/michael-s-kerzner
7448,1709323701115,Hon.,Andrea,Khanjin,Barrie—Innisfil,Ontario,Conservative,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/andrea_khanjin.jpg,https://www.ola.org/en/members/all/andrea-khanjin
7489,1709323701115,,Natalia,Kusendova-Bashta,Mississauga Centre,Ontario,Conservative,natalia.kusendova@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/natalia_kusendova.jpg,https://www.ola.org/en/members/all/natalia-kusendova-bashta
7597,1709323701115,,Anthony,Leardi,Essex,Ontario,Conservative,Anthony.Leardi@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Anthony_Leardi.png,https://www.ola.org/en/members/all/anthony-leardi
7479,1709323701115,Hon.,Stephen,Lecce,King—Vaughan,Ontario,Conservative,Stephen.Lecce@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Stephen_Lecce.jpg,https://www.ola.org/en/members/all/stephen-lecce
7600,1709323701115,Hon.,Neil,Lumsden,Hamilton East—Stoney Creek,Ontario,Conservative,Neil.Lumsden@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Neil_Lumsden.png,https://www.ola.org/en/members/all/neil-lumsden
7042,1709323701115,,Lisa,MacLeod,Nepean,Ontario,Conservative,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/lisa_macleod_0.jpg,https://www.ola.org/en/members/all/lisa-macleod
7477,1709323701115,,Sol,Mamakwa,Kiiwetinoong,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Sol_Mamakwa_v1.jpg,https://www.ola.org/en/members/all/sol-mamakwa
7164,1709323701115,,Michael,Mantha,Algoma—Manitoulin,Ontario,Independent,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/michael_mantha_0.jpg,https://www.ola.org/en/members/all/michael-mantha
7465,1709323701115,,Robin,Martin,Eglinton—Lawrence,Ontario,Conservative,Robin.Martin@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/robin_martin_photo.jpg,https://www.ola.org/en/members/all/robin-martin
7595,1709323701115,Hon.,Todd,McCarthy,Durham,Ontario,Conservative,Todd.McCarthy@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Todd_McCarthy.png,https://www.ola.org/en/members/all/todd-j-mccarthy
7645,1709323701115,,Karen,McCrimmon,Kanata—Carleton,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Karen_McCrimmon_edited.jpg,https://www.ola.org/en/members/all/karen-mccrimmon
7588,1709323701115,,Graham,McGregor,Brampton North,Ontario,Conservative,Graham.McGregor@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Graham%20McGregor_edited.png,https://www.ola.org/en/members/all/graham-mcgregor
7585,1709323701115,,Mary-Margaret,McMahon,Beaches—East York,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Mary_Margaret_McMahon.jpg,https://www.ola.org/en/members/all/mary-margaret-mcmahon
7523,1709323701115,Hon.,Caroline,Mulroney,York—Simcoe,Ontario,Conservative,Caroline.Mulroney@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/caroline_mulroney.jpg,https://www.ola.org/en/members/all/caroline-mulroney
7405,1709323701115,,Sam,Oosterhoff,Niagara West,Ontario,Conservative,Sam.Oosterhoff@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Sam_Oosterhoff.png,https://www.ola.org/en/members/all/sam-oosterhoff
7486,1709323701115,,Billy,Pang,Markham—Unionville,Ontario,Conservative,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/billy_pang_0.jpg,https://www.ola.org/en/members/all/billy-pang
7447,1709323701115,Hon.,Michael,Parsa,Aurora—Oak Ridges—Richmond Hill,Ontario,Conservative,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/michael-parsa.jpg,https://www.ola.org/en/members/all/michael-parsa
7606,1709323701115,,Chandra,Pasma,Ottawa West—Nepean,Ontario,NDP,CPasma-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Chandra_Pasma.png,https://www.ola.org/en/members/all/chandra-pasma
7524,1709323701115,Hon.,David,Piccini,Northumberland—Peterborough South,Ontario,Conservative,David.Piccini@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/david_piccini_0.jpg,https://www.ola.org/en/members/all/david-piccini
7590,1709323701115,,Natalie,Pierre,Burlington,Ontario,Conservative,Natalie.Pierre@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Natalie_Pierre.png,https://www.ola.org/en/members/all/natalie-pierre
7615,1709323701115,Hon.,George,Pirie,Timmins,Ontario,Conservative,george.pirie@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/George_Pirie.png,https://www.ola.org/en/members/all/george-pirie
7611,1709323701115,,Nolan,Quinn,Stormont—Dundas—South Glengarry,Ontario,Conservative,Nolan.Quinn@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Nolan_Quinn.png,https://www.ola.org/en/members/all/nolan-quinn
7608,1709323701115,,Matthew,Rae,Perth—Wellington,Ontario,Conservative,Matthew.Rae@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Matt_Rae.png,https://www.ola.org/en/members/all/matthew-rae
7474,1709323701115,,Tom,Rakocevic,Humber River—Black Creek,Ontario,NDP,TRakocevic-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/tom_rakocevic.jpg,https://www.ola.org/en/members/all/tom-rakocevic
7490,1709323701115,,Kaleed,Rasheed,Mississauga East—Cooksville,Ontario,Independent,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/kaleed_rasheed_.jpg,https://www.ola.org/en/members/all/kaleed-rasheed
7476,1709323701115,Hon.,Greg,Rickford,Kenora—Rainy River,Ontario,Conservative,Greg.Rickford@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Greg%20Rickford.jpeg,https://www.ola.org/en/members/all/greg-rickford
7591,1709323701115,,Brian,Riddell,Cambridge,Ontario,Conservative,Brian.Riddell@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Brian_Riddell.png,https://www.ola.org/en/members/all/brian-riddell
7424,1709323701115,,Ross,Romano,Sault Ste. Marie,Ontario,Conservative,Ross.Romano@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/ross_romano_0.jpg,https://www.ola.org/en/members/all/ross-romano
7491,1709323701115,,Sheref,Sabawy,Mississauga—Erin Mills,Ontario,Conservative,Sheref.Sabawy@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/sheref_sabawy.jpg,https://www.ola.org/en/members/all/sheref-sabawy
7456,1709323701115,,Amarjot,Sandhu,Brampton West,Ontario,Conservative,Amarjot.Sandhu@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/amarjot_sandhu_0.jpg,https://www.ola.org/en/members/all/amarjot-sandhu
7455,1709323701115,Hon.,Prabmeet Singh,Sarkaria,Brampton South,Ontario,Conservative,Prabmeet.Sarkaria@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/prabmeet_sarkaria.jpg,https://www.ola.org/en/members/all/prabmeet-singh-sarkaria
7598,1709323701115,,Stéphane,Sarrazin,Glengarry—Prescott—Russell,Ontario,Conservative,Stephane.Sarrazin@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Stephane_Sarrazin.png,https://www.ola.org/en/members/all/stephane-sarrazin
7225,1709323701115,,Peggy,Sattler,London West,Ontario,NDP,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/peggy_sattler.jpg,https://www.ola.org/en/members/all/peggy-sattler
7610,1709323701115,,Brian,Saunderson,Simcoe—Grey,Ontario,Conservative,Brian.Saunderson@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Brian_Saunderson.jpeg,https://www.ola.org/en/members/all/brian-saunderson
7449,1709323701115,,Mike,Schreiner,Guelph,Ontario,Green Party,mschreiner@ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/mike_schreiner_v1.jpg,https://www.ola.org/en/members/all/mike-schreiner
2116,1709323701115,,Laurie,Scott,Haliburton—Kawartha Lakes—Brock,Ontario,Conservative,Laurie.Scott@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/laurie_scott_0.jpg,https://www.ola.org/en/members/all/laurie-scott
7593,1709323701115,,Adil,Shamji,Don Valley East,Ontario,Liberal,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Adil_Shamji.jpg,https://www.ola.org/en/members/all/adil-shamji
7472,1709323701115,,Sandy,Shaw,Hamilton West—Ancaster—Dundas,Ontario,NDP,SShaw-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/sandy_shaw.jpg,https://www.ola.org/en/members/all/sandy-shaw
7470,1709323701115,,Donna,Skelly,Flamborough—Glanbrook,Ontario,Conservative,Donna.Skelly@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/donna_skelly.jpg,https://www.ola.org/en/members/all/donna-skelly
7525,1709323701115,,Dave,Smith,Peterborough—Kawartha,Ontario,Conservative,Dave.Smith@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/dave_smith.jpg,https://www.ola.org/en/members/all/dave-smith
7609,1709323701115,,David,Smith,Scarborough Centre,Ontario,Conservative,david.smith1@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/David-Smith.jpg,https://www.ola.org/en/members/all/david-smith
7607,1709323701115,Hon.,Graydon,Smith,Parry Sound—Muskoka,Ontario,Conservative,Graydon.Smith@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Graydon_Smith.png,https://www.ola.org/en/members/all/graydon-smith
7612,1709323701115,,Laura,Smith,Thornhill,Ontario,Conservative,Laura.Smith@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Laura_Smith.png,https://www.ola.org/en/members/all/laura-smith
7189,1709323701115,Hon.,Todd,Smith,Bay of Quinte,Ontario,Conservative,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/todd_smith_1.jpg,https://www.ola.org/en/members/all/todd-smith
7514,1709323701115,,Jennifer (Jennie),Stevens,St. Catharines,Ontario,NDP,JStevens-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/jennie_stevens.jpg,https://www.ola.org/en/members/all/jennifer-jennie-stevens
7460,1709323701115,,Marit,Stiles,Davenport,Ontario,NDP,MStiles-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Marit%20Stiles.png,https://www.ola.org/en/members/all/marit-stiles
7467,1709323701115,Hon.,Kinga,Surma,Etobicoke Centre,Ontario,Conservative,Kinga.Surma@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/kinga_surma.jpg,https://www.ola.org/en/members/all/kinga-surma
7041,1709323701115,,Peter,Tabuns,Toronto—Danforth,Ontario,NDP,tabunsp-qp@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Peter_Tabuns_v2.jpg,https://www.ola.org/en/members/all/peter-tabuns
7494,1709323701115,Hon.,Nina,Tangri,Mississauga—Streetsville,Ontario,Conservative,Nina.Tangri@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/nina_tangri.jpg,https://www.ola.org/en/members/all/nina-tangri
7178,1709323701115,,Monique,Taylor,Hamilton Mountain,Ontario,NDP,MTaylor-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/Monique_Taylor.jpg,https://www.ola.org/en/members/all/monique-taylor
7511,1709323701115,Hon.,Vijay,Thanigasalam,Scarborough—Rouge Park,Ontario,Conservative,Vijay.Thanigasalam@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/vijay_thanigasalam_v1.jpg,https://www.ola.org/en/members/all/vijay-thanigasalam
7179,1709323701115,Hon.,Lisa,Thompson,Huron—Bruce,Ontario,Conservative,Lisa.Thompson@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/lisa_thompson.jpg,https://www.ola.org/en/members/all/lisa-m-thompson
7519,1709323701115,Hon.,Michael A.,Tibollo,Vaughan—Woodbridge,Ontario,Conservative,,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/michael_tibollo.jpg,https://www.ola.org/en/members/all/michael-a-tibollo
7499,1709323701115,,Effie J.,Triantafilopoulos,Oakville North—Burlington,Ontario,Conservative,Effie.Triantafilopoulos@pc.ola.org,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/effie_triantafilopoulos.jpg,https://www.ola.org/en/members/all/effie-j-triantafilopoulos
7192,1709323701115,,John,Vanthof,Timiskaming—Cochrane,Ontario,NDP,JVanthof-QP@ndp.on.ca,,Provincial,https://www.ola.org/sites/default/files/member/profile-photo/john_vanthof.jpg,https://www.ola.org/en/members/all/john-vanthof
