member_id,time_retrieved,honorific,first_name,last_name,constituency,province_territory,party,email,website,image_url,source_url
7594,1708713980616,,Stephanie,Bowman,Don Valley West,ON,Ontario Liberal Party,,,https://www.ola.org/sites/default/files/member/profile-photo/Stephanie_Bowman_0.jpg,https://www.ola.org/en/members/all/stephanie-bowman
7599,1708713980616,,Bobbi Ann,Brady,Haldimand—Norfolk,ON,Independent,,,https://www.ola.org/sites/default/files/member/profile-photo/Bobbi_Ann_Brady.jpg,https://www.ola.org/en/members/all/bobbi-ann-brady
7601,1708713980616,,Ric,Bresee,Hastings—Lennox and Addington,ON,Progressive Conservative Party of Ontario,Ric.Bresee@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Ric_Bresee.png,https://www.ola.org/en/members/all/ric-bresee
7496,1708713980616,,Jeff,Burch,Niagara Centre,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/jeff_burch.jpg,https://www.ola.org/en/members/all/jeff-burch
7589,1708713980616,,Rick,Byers,Bruce—Grey—Owen Sound,ON,Progressive Conservative Party of Ontario,Rick.Byers@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Rick_Byers.png,https://www.ola.org/en/members/all/rick-byers
7484,1708713980616,Hon.,Paul,Calandra,Markham—Stouffville,ON,Progressive Conservative Party of Ontario,Paul.Calandra@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/paul_calandra_v2.jpg,https://www.ola.org/en/members/all/paul-calandra
7364,1708713980616,Hon.,Raymond Sung Joon,Cho,Scarborough North,ON,Progressive Conservative Party of Ontario,Raymond.Cho@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/raymond_cho_0.jpg,https://www.ola.org/en/members/all/raymond-sung-joon-cho
7520,1708713980616,Hon.,Stan,Cho,Willowdale,ON,Progressive Conservative Party of Ontario,Stan.Cho@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/stan_cho.jpg,https://www.ola.org/en/members/all/stan-cho
104,1708713980616,,Aislinn,Clancy,Kitchener Centre,ON,Green Party of Ontario,,,https://www.ola.org/sites/default/files/mpp-placeholder.png,https://www.ola.org/en/members/all/aislinn-clancy
7146,1708713980616,,Steve,Clark,Leeds—Grenville—Thousand Islands and Rideau Lakes,ON,Progressive Conservative Party of Ontario,Steve.Clark@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/steve_clark_0.jpg,https://www.ola.org/en/members/all/steve-clark
7344,1708713980616,,Lorne,Coe,Whitby,ON,Progressive Conservative Party of Ontario,Lorne.Coe@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/lorne_coe_0.jpg,https://www.ola.org/en/members/all/lorne-coe
7565,1708713980616,,Lucille,Collard,Ottawa—Vanier,ON,Ontario Liberal Party,,,https://www.ola.org/sites/default/files/member/profile-photo/Collard-edited.jpg,https://www.ola.org/en/members/all/lucille-collard
7498,1708713980616,,Stephen,Crawford,Oakville,ON,Progressive Conservative Party of Ontario,Stephen.Crawford@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/stephen_crawford.jpg,https://www.ola.org/en/members/all/stephen-crawford
7492,1708713980616,,Rudy,Cuzzetto,Mississauga—Lakeshore,ON,Progressive Conservative Party of Ontario,Rudy.Cuzzetto@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/rudy_cuzzetto.jpg,https://www.ola.org/en/members/all/rudy-cuzzetto
7603,1708713980616,,Jess,Dixon,Kitchener South—Hespeler,ON,Progressive Conservative Party of Ontario,Jess.Dixon@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Jess_Dixon.png,https://www.ola.org/en/members/all/jess-dixon
7617,1708713980616,,Andrew,Dowie,Windsor—Tecumseh,ON,Progressive Conservative Party of Ontario,Andrew.Dowie@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Andrew_Dowie.png,https://www.ola.org/en/members/all/andrew-dowie
7450,1708713980616,Hon.,Doug,Downey,Barrie—Springwater—Oro-Medonte,ON,Progressive Conservative Party of Ontario,Doug.Downey@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/doug_downey.jpg,https://www.ola.org/en/members/all/doug-downey
7512,1708713980616,Hon.,Jill,Dunlop,Simcoe North,ON,Progressive Conservative Party of Ontario,Jill.Dunlop@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Jill%20Dunlop.jpeg,https://www.ola.org/en/members/all/jill-dunlop
7185,1708713980616,Hon.,Victor,Fedeli,Nipissing,ON,Progressive Conservative Party of Ontario,Vic.Fedeli@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/victor_fedeli_0.jpg,https://www.ola.org/en/members/all/victor-fedeli
7204,1708713980616,,Catherine,Fife,Waterloo,ON,New Democratic Party of Ontario,CFife-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/catherine_fife_0.jpg,https://www.ola.org/en/members/all/catherine-fife
7596,1708713980616,Hon.,Rob,Flack,Elgin—Middlesex—London,ON,Progressive Conservative Party of Ontario,Rob.Flack@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Rob_Flack.png,https://www.ola.org/en/members/all/rob-flack
7468,1708713980616,Hon.,Doug,Ford,Etobicoke North,ON,Progressive Conservative Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/doug_ford.jpg,https://www.ola.org/en/members/all/doug-ford
7619,1708713980616,Hon.,Michael,Ford,York South—Weston,ON,Progressive Conservative Party of Ontario,Michael.Ford@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Michael_Ford.jpg,https://www.ola.org/en/members/all/michael-d-ford
7226,1708713980616,,John,Fraser,Ottawa South,ON,Ontario Liberal Party,,,https://www.ola.org/sites/default/files/member/profile-photo/john_fraser.jpg,https://www.ola.org/en/members/all/john-fraser
7283,1708713980616,,Jennifer,French,Oshawa,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/Jennifer_French.jpg,https://www.ola.org/en/members/all/jennifer-k-french
7605,1708713980616,,Dawn,Gallagher Murphy,Newmarket—Aurora,ON,Progressive Conservative Party of Ontario,Dawn.GallagherMurphy@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Dawn_Gallagher_Murphy.png,https://www.ola.org/en/members/all/dawn-gallagher-murphy
7244,1708713980616,,Wayne,Gates,Niagara Falls,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/wayne_gates_0.jpg,https://www.ola.org/en/members/all/wayne-gates
7090,1708713980616,,France,Gélinas,Nickel Belt,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/France_G%C3%A9linas.jpeg,https://www.ola.org/en/members/all/france-gelinas
7459,1708713980616,,Goldie,Ghamari,Carleton,ON,Progressive Conservative Party of Ontario,Goldie.Ghamari@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/ghamari_goldie.jpg,https://www.ola.org/en/members/all/goldie-ghamari
7513,1708713980616,,Chris,Glover,Spadina—Fort York,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/chris_glover.jpg,https://www.ola.org/en/members/all/chris-glover
7288,1708713980616,,Lisa,Gretzky,Windsor West,ON,New Democratic Party of Ontario,LGretzky-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/lisa_gretzky_0.jpg,https://www.ola.org/en/members/all/lisa-gretzky
7587,1708713980616,,Hardeep,Grewal,Brampton East,ON,Progressive Conservative Party of Ontario,Hardeep.Grewal@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Hardeep_Grewal.png,https://www.ola.org/en/members/all/hardeep-singh-grewal
43,1708713980616,,Ernie,Hardeman,Oxford,ON,Progressive Conservative Party of Ontario,Ernie.Hardeman@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/ernie_hardeman_1.jpg,https://www.ola.org/en/members/all/ernie-hardeman
7500,1708713980616,,Joel,Harden,Ottawa Centre,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/joel_harden.jpg,https://www.ola.org/en/members/all/joel-harden
7482,1708713980616,,Mike,Harris,Kitchener—Conestoga,ON,Progressive Conservative Party of Ontario,Mike.Harris@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/mike-harris.jpg,https://www.ola.org/en/members/all/mike-harris
7644,1708713980616,,Andrea,Hazell,Scarborough—Guildwood,ON,Ontario Liberal Party,,,https://www.ola.org/sites/default/files/member/profile-photo/Andrea_Hazell_2.jpg,https://www.ola.org/en/members/all/andrea-hazell
7469,1708713980616,,Christine,Hogarth,Etobicoke—Lakeshore,ON,Progressive Conservative Party of Ontario,Christine.Hogarth@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/christine_hogarth.jpg,https://www.ola.org/en/members/all/christine-hogarth
7613,1708713980616,,Kevin,Holland,Thunder Bay—Atikokan,ON,Progressive Conservative Party of Ontario,Kevin.Holland@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Kevin_Holland_1.png,https://www.ola.org/en/members/all/kevin-holland
7602,1708713980616,,Ted,Hsu,Kingston and the Islands,ON,Ontario Liberal Party,,,https://www.ola.org/sites/default/files/member/profile-photo/Ted_Hsu.jpg,https://www.ola.org/en/members/all/ted-hsu
7624,1708713980616,,Sarah,Jama,Hamilton Centre,ON,Independent,,,https://www.ola.org/sites/default/files/member/profile-photo/Sarah_Jama_1.jpeg,https://www.ola.org/en/members/all/sarah-jama
7093,1708713980616,Hon.,Sylvia,Jones,Dufferin—Caledon,ON,Progressive Conservative Party of Ontario,Sylvia.Jones@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Sylvia_Jones.jpeg,https://www.ola.org/en/members/all/sylvia-jones
7592,1708713980616,,Trevor,Jones,Chatham-Kent—Leamington,ON,Progressive Conservative Party of Ontario,Trevor.Jones@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Trevor_Jones.png,https://www.ola.org/en/members/all/trevor-jones
7604,1708713980616,,John,Jordan,Lanark—Frontenac—Kingston,ON,Progressive Conservative Party of Ontario,John.Jordan@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/John_Jordan.png,https://www.ola.org/en/members/all/john-jordan
7485,1708713980616,,Logan,Kanapathi,Markham—Thornhill,ON,Progressive Conservative Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/Logan_Kanapathi.jpg,https://www.ola.org/en/members/all/logan-kanapathi
7502,1708713980616,,Bhutila,Karpoche,Parkdale—High Park,ON,New Democratic Party of Ontario,BKarpoche-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/bhutila_karpoche.jpg,https://www.ola.org/en/members/all/bhutila-karpoche
7461,1708713980616,,Vincent,Ke,Don Valley North,ON,Independent,Vke-QP@ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/vincent_ke.jpg,https://www.ola.org/en/members/all/vincent-ke
7483,1708713980616,,Terence,Kernaghan,London North Centre,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/terence_kernaghan_0.jpg,https://www.ola.org/en/members/all/terence-kernaghan
7618,1708713980616,Hon.,Michael,Kerzner,York Centre,ON,Progressive Conservative Party of Ontario,Michael.Kerzner@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Michael_Kerzner.png,https://www.ola.org/en/members/all/michael-s-kerzner
7448,1708713980616,Hon.,Andrea,Khanjin,Barrie—Innisfil,ON,Progressive Conservative Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/andrea_khanjin.jpg,https://www.ola.org/en/members/all/andrea-khanjin
7489,1708713980616,,Natalia,Kusendova-Bashta,Mississauga Centre,ON,Progressive Conservative Party of Ontario,natalia.kusendova@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/natalia_kusendova.jpg,https://www.ola.org/en/members/all/natalia-kusendova-bashta
7597,1708713980616,,Anthony,Leardi,Essex,ON,Progressive Conservative Party of Ontario,Anthony.Leardi@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Anthony_Leardi.png,https://www.ola.org/en/members/all/anthony-leardi
7479,1708713980616,Hon.,Stephen,Lecce,King—Vaughan,ON,Progressive Conservative Party of Ontario,Stephen.Lecce@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Stephen_Lecce.jpg,https://www.ola.org/en/members/all/stephen-lecce
7600,1708713980616,Hon.,Neil,Lumsden,Hamilton East—Stoney Creek,ON,Progressive Conservative Party of Ontario,Neil.Lumsden@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Neil_Lumsden.png,https://www.ola.org/en/members/all/neil-lumsden
7042,1708713980616,,Lisa,MacLeod,Nepean,ON,Progressive Conservative Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/lisa_macleod_0.jpg,https://www.ola.org/en/members/all/lisa-macleod
7477,1708713980616,,Sol,Mamakwa,Kiiwetinoong,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/Sol_Mamakwa_v1.jpg,https://www.ola.org/en/members/all/sol-mamakwa
7164,1708713980616,,Michael,Mantha,Algoma—Manitoulin,ON,Independent,,,https://www.ola.org/sites/default/files/member/profile-photo/michael_mantha_0.jpg,https://www.ola.org/en/members/all/michael-mantha
7465,1708713980616,,Robin,Martin,Eglinton—Lawrence,ON,Progressive Conservative Party of Ontario,Robin.Martin@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/robin_martin_photo.jpg,https://www.ola.org/en/members/all/robin-martin
7595,1708713980616,Hon.,Todd,McCarthy,Durham,ON,Progressive Conservative Party of Ontario,Todd.McCarthy@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Todd_McCarthy.png,https://www.ola.org/en/members/all/todd-j-mccarthy
7645,1708713980616,,Karen,McCrimmon,Kanata—Carleton,ON,Ontario Liberal Party,,,https://www.ola.org/sites/default/files/member/profile-photo/Karen_McCrimmon_edited.jpg,https://www.ola.org/en/members/all/karen-mccrimmon
7588,1708713980616,,Graham,McGregor,Brampton North,ON,Progressive Conservative Party of Ontario,Graham.McGregor@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Graham%20McGregor_edited.png,https://www.ola.org/en/members/all/graham-mcgregor
7585,1708713980616,,Mary-Margaret,McMahon,Beaches—East York,ON,Ontario Liberal Party,,,https://www.ola.org/sites/default/files/member/profile-photo/Mary_Margaret_McMahon.jpg,https://www.ola.org/en/members/all/mary-margaret-mcmahon
7523,1708713980616,Hon.,Caroline,Mulroney,York—Simcoe,ON,Progressive Conservative Party of Ontario,Caroline.Mulroney@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/caroline_mulroney.jpg,https://www.ola.org/en/members/all/caroline-mulroney
7405,1708713980616,,Sam,Oosterhoff,Niagara West,ON,Progressive Conservative Party of Ontario,Sam.Oosterhoff@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Sam_Oosterhoff.png,https://www.ola.org/en/members/all/sam-oosterhoff
7486,1708713980616,,Billy,Pang,Markham—Unionville,ON,Progressive Conservative Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/billy_pang_0.jpg,https://www.ola.org/en/members/all/billy-pang
7447,1708713980616,Hon.,Michael,Parsa,Aurora—Oak Ridges—Richmond Hill,ON,Progressive Conservative Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/michael-parsa.jpg,https://www.ola.org/en/members/all/michael-parsa
7606,1708713980616,,Chandra,Pasma,Ottawa West—Nepean,ON,New Democratic Party of Ontario,CPasma-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/Chandra_Pasma.png,https://www.ola.org/en/members/all/chandra-pasma
7524,1708713980616,Hon.,David,Piccini,Northumberland—Peterborough South,ON,Progressive Conservative Party of Ontario,David.Piccini@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/david_piccini_0.jpg,https://www.ola.org/en/members/all/david-piccini
7590,1708713980616,,Natalie,Pierre,Burlington,ON,Progressive Conservative Party of Ontario,Natalie.Pierre@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Natalie_Pierre.png,https://www.ola.org/en/members/all/natalie-pierre
7615,1708713980616,Hon.,George,Pirie,Timmins,ON,Progressive Conservative Party of Ontario,george.pirie@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/George_Pirie.png,https://www.ola.org/en/members/all/george-pirie
7611,1708713980616,,Nolan,Quinn,Stormont—Dundas—South Glengarry,ON,Progressive Conservative Party of Ontario,Nolan.Quinn@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Nolan_Quinn.png,https://www.ola.org/en/members/all/nolan-quinn
7608,1708713980616,,Matthew,Rae,Perth—Wellington,ON,Progressive Conservative Party of Ontario,Matthew.Rae@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Matt_Rae.png,https://www.ola.org/en/members/all/matthew-rae
7474,1708713980616,,Tom,Rakocevic,Humber River—Black Creek,ON,New Democratic Party of Ontario,TRakocevic-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/tom_rakocevic.jpg,https://www.ola.org/en/members/all/tom-rakocevic
7490,1708713980616,,Kaleed,Rasheed,Mississauga East—Cooksville,ON,Independent,,,https://www.ola.org/sites/default/files/member/profile-photo/kaleed_rasheed_.jpg,https://www.ola.org/en/members/all/kaleed-rasheed
7476,1708713980616,Hon.,Greg,Rickford,Kenora—Rainy River,ON,Progressive Conservative Party of Ontario,Greg.Rickford@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Greg%20Rickford.jpeg,https://www.ola.org/en/members/all/greg-rickford
7591,1708713980616,,Brian,Riddell,Cambridge,ON,Progressive Conservative Party of Ontario,Brian.Riddell@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Brian_Riddell.png,https://www.ola.org/en/members/all/brian-riddell
7424,1708713980616,,Ross,Romano,Sault Ste. Marie,ON,Progressive Conservative Party of Ontario,Ross.Romano@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/ross_romano_0.jpg,https://www.ola.org/en/members/all/ross-romano
7491,1708713980616,,Sheref,Sabawy,Mississauga—Erin Mills,ON,Progressive Conservative Party of Ontario,Sheref.Sabawy@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/sheref_sabawy.jpg,https://www.ola.org/en/members/all/sheref-sabawy
7456,1708713980616,,Amarjot,Sandhu,Brampton West,ON,Progressive Conservative Party of Ontario,Amarjot.Sandhu@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/amarjot_sandhu_0.jpg,https://www.ola.org/en/members/all/amarjot-sandhu
7455,1708713980616,Hon.,Prabmeet Singh,Sarkaria,Brampton South,ON,Progressive Conservative Party of Ontario,Prabmeet.Sarkaria@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/prabmeet_sarkaria.jpg,https://www.ola.org/en/members/all/prabmeet-singh-sarkaria
7598,1708713980616,,Stéphane,Sarrazin,Glengarry—Prescott—Russell,ON,Progressive Conservative Party of Ontario,Stephane.Sarrazin@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Stephane_Sarrazin.png,https://www.ola.org/en/members/all/stephane-sarrazin
7225,1708713980616,,Peggy,Sattler,London West,ON,New Democratic Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/peggy_sattler.jpg,https://www.ola.org/en/members/all/peggy-sattler
7610,1708713980616,,Brian,Saunderson,Simcoe—Grey,ON,Progressive Conservative Party of Ontario,Brian.Saunderson@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Brian_Saunderson.jpeg,https://www.ola.org/en/members/all/brian-saunderson
7449,1708713980616,,Mike,Schreiner,Guelph,ON,Green Party of Ontario,mschreiner@ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/mike_schreiner_v1.jpg,https://www.ola.org/en/members/all/mike-schreiner
2116,1708713980616,,Laurie,Scott,Haliburton—Kawartha Lakes—Brock,ON,Progressive Conservative Party of Ontario,Laurie.Scott@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/laurie_scott_0.jpg,https://www.ola.org/en/members/all/laurie-scott
7593,1708713980616,,Adil,Shamji,Don Valley East,ON,Ontario Liberal Party,,,https://www.ola.org/sites/default/files/member/profile-photo/Adil_Shamji.jpg,https://www.ola.org/en/members/all/adil-shamji
7472,1708713980616,,Sandy,Shaw,Hamilton West—Ancaster—Dundas,ON,New Democratic Party of Ontario,SShaw-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/sandy_shaw.jpg,https://www.ola.org/en/members/all/sandy-shaw
7470,1708713980616,,Donna,Skelly,Flamborough—Glanbrook,ON,Progressive Conservative Party of Ontario,Donna.Skelly@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/donna_skelly.jpg,https://www.ola.org/en/members/all/donna-skelly
7525,1708713980616,,Dave,Smith,Peterborough—Kawartha,ON,Progressive Conservative Party of Ontario,Dave.Smith@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/dave_smith.jpg,https://www.ola.org/en/members/all/dave-smith
7609,1708713980616,,David,Smith,Scarborough Centre,ON,Progressive Conservative Party of Ontario,david.smith1@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/David-Smith.jpg,https://www.ola.org/en/members/all/david-smith
7607,1708713980616,Hon.,Graydon,Smith,Parry Sound—Muskoka,ON,Progressive Conservative Party of Ontario,Graydon.Smith@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Graydon_Smith.png,https://www.ola.org/en/members/all/graydon-smith
7612,1708713980616,,Laura,Smith,Thornhill,ON,Progressive Conservative Party of Ontario,Laura.Smith@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/Laura_Smith.png,https://www.ola.org/en/members/all/laura-smith
7189,1708713980616,Hon.,Todd,Smith,Bay of Quinte,ON,Progressive Conservative Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/todd_smith_1.jpg,https://www.ola.org/en/members/all/todd-smith
7514,1708713980616,,Jennifer (Jennie),Stevens,St. Catharines,ON,New Democratic Party of Ontario,JStevens-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/jennie_stevens.jpg,https://www.ola.org/en/members/all/jennifer-jennie-stevens
7460,1708713980616,,Marit,Stiles,Davenport,ON,New Democratic Party of Ontario,MStiles-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/Marit%20Stiles.png,https://www.ola.org/en/members/all/marit-stiles
7467,1708713980616,Hon.,Kinga,Surma,Etobicoke Centre,ON,Progressive Conservative Party of Ontario,Kinga.Surma@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/kinga_surma.jpg,https://www.ola.org/en/members/all/kinga-surma
7041,1708713980616,,Peter,Tabuns,Toronto—Danforth,ON,New Democratic Party of Ontario,tabunsp-qp@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/Peter_Tabuns_v2.jpg,https://www.ola.org/en/members/all/peter-tabuns
7494,1708713980616,Hon.,Nina,Tangri,Mississauga—Streetsville,ON,Progressive Conservative Party of Ontario,Nina.Tangri@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/nina_tangri.jpg,https://www.ola.org/en/members/all/nina-tangri
7178,1708713980616,,Monique,Taylor,Hamilton Mountain,ON,New Democratic Party of Ontario,MTaylor-QP@ndp.on.ca,,https://www.ola.org/sites/default/files/member/profile-photo/Monique_Taylor.jpg,https://www.ola.org/en/members/all/monique-taylor
7511,1708713980616,Hon.,Vijay,Thanigasalam,Scarborough—Rouge Park,ON,Progressive Conservative Party of Ontario,Vijay.Thanigasalam@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/vijay_thanigasalam_v1.jpg,https://www.ola.org/en/members/all/vijay-thanigasalam
7179,1708713980616,Hon.,Lisa,Thompson,Huron—Bruce,ON,Progressive Conservative Party of Ontario,Lisa.Thompson@pc.ola.org,,https://www.ola.org/sites/default/files/member/profile-photo/lisa_thompson.jpg,https://www.ola.org/en/members/all/lisa-m-thompson
7519,1708713980616,Hon.,Michael A.,Tibollo,Vaughan—Woodbridge,ON,Progressive Conservative Party of Ontario,,,https://www.ola.org/sites/default/files/member/profile-photo/michael_tibollo.jpg,https://www.ola.org/en/members/all/michael-a-tibollo
